"biomesKoeppenGroup" "woodiness" "mycorrhizalAssociationType" "nitrogenFixationNodDB" "SRL" "D" "RTD" "N"
"Spathodea_campanulata" "Tropical" "woody" "NA" "NA" -0.251217439 -0.104969295 0.367395867 0.471982838
"Sphaeralcea_coccinea" "Arid" "non-woody/woody" "NA" "NA" -0.10717971 0.336040933 0.052922053 NA
"Spiraea_alba" "Continental" "woody" "AM" "NA" 0.036852032 NA NA NA
"Spiraea_dahurica" "NA" "woody" "AM" "NA" 0.790728504 -1.205921568 0.549750219 0.014287586
"Spiraea_pubescens" "NA" "woody" "AM" "NA" 0.326920108 0.542301543 -1.703438551 -0.82385602
"Spondias_purpurea" "Tropical" "woody" "NA" "NA" -0.032219411 -0.061325139 -0.007249743 -0.191027663
"Sporobolus_heterolepis" "NA" "non-woody" "NA" "NA" -0.356259296 0.138973815 0.442830898 NA
"Sporobolus_interruptus" "Temperate" "non-woody" "NA" "NA" 0.418143852 NA NA -0.63042546
"Sporobolus_nitens" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.295454264 0.622787864
"Sporobolus_pyramidalis" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.50453678 -0.396410742
"Stachys_recta" "NA" "non-woody" "NA" "NA" -0.043831418 0.039297159 -0.027875045 NA
"Stauracanthus_genistoides" "Temperate" "woody" "NA" "Rhizobia" 0.189675468 0.075261176 0.262370857 NA
"Stellaria_graminea" "NA" "non-woody" "NA" "NA" 0.396044472 -0.271544706 -0.110207306 NA
"Stellaria_longipes" "NA" "non-woody" "NA" "NA" NA -0.451790417 NA NA
"Stellaria_media" "NA" "non-woody" "NA" "NA" 0.036476778 -0.080248163 -0.821562716 0.836343315
"Stenosiphon_linifolius" "NA" "non-woody" "NA" "NA" -0.127016731 0.114978077 0.059970867 NA
"Sterculia_lanceolata" "NA" "woody" "AM" "NA" 0.370481318 -0.512970369 0.31189963 -0.129642467
"Sterculia_macrophylla" "Tropical" "woody" "NA" "NA" -1.70877053 1.704925291 0.166652639 NA
"Sterculia_nobilis" "Temperate" "woody" "AM" "NA" 0.038443867 0.272456142 -0.53674689 NA
"Stipa_baicalensis" "Arid" "non-woody" "NA" "NA" 0.669527824 NA NA NA
"Stipa_breviflora" "Arid" "non-woody" "NA" "NA" 0.4202492 NA NA NA
"Stipa_bungeana" "Arid" "non-woody" "NA" "NA" 0.423092437 NA NA NA
"Stipa_comata" "NA" "non-woody" "NA" "NA" 0.257944918 -0.170607624 0.332586029 0.974774219
"Stipa_grandis" "Arid" "non-woody" "NA" "NA" 0.292366386 -0.108813565 NA NA
"Stipa_ichu" "Temperate" "non-woody" "NA" "NA" -0.649319548 NA 0.741122131 -0.801956375
"Stipa_klemenzii" "Arid" "non-woody" "NA" "NA" 0.146448105 NA NA NA
"Stipa_krylovii" "Continental" "non-woody" "NA" "NA" 0.436375513 -0.402714196 NA 0.544763316
"Stipa_pennata" "Temperate" "non-woody" "NA" "NA" -0.137522884 0.056090636 0.116497722 0.081430165
"Stipa_purpurea" "Polar" "non-woody" "NA" "NA" 0.322636001 0.181950881 NA NA
"Stipa_spartea" "Arid" "non-woody" "NA" "NA" -0.061923744 -0.035971509 0.388116736 -0.286553682
"Stipa_tianschanica" "Arid" "non-woody" "NA" "NA" -0.315521784 NA NA -0.312189825
"Streblus_asper" "Tropical" "woody" "NA" "NA" 0.205237662 -0.268186616 0.306858459 NA
"Strobilanthes_dimorphotricha" "NA" "non-woody" "AM" "NA" 0.259695649 0.031488584 -0.582698916 0.096163742
"Strophostyles_leiosperma" "Continental" "non-woody" "NA" "Rhizobia" -0.403547077 NA NA NA
"Styphelia_fraseri" "Temperate" "woody" "NA" "NA" NA NA 1.998316236 NA
"Styphnolobium_japonicum" "NA" "woody" "AM" "unlikely_Rhizobia" 0.084995657 0.019941328 -0.022952912 0.566781371
"Styrax_suberifolius" "NA" "woody" "AM" "NA" -0.384564772 0.093646633 0.592219477 -0.354807519
"Succisa_pratensis" "NA" "non-woody" "NA" "NA" -0.371012408 0.472201392 -0.06775444 NA
"Swinglea_glutinosa" "Tropical" "woody" "NA" "NA" 0.338516282 -0.316330727 0.08794747 0.72044754
"Sympegma_regelii" "Arid" "woody" "NA" "NA" -0.744338465 NA NA 1.4238359
"Symphoricarpos_occidentalis" "Arid" "woody" "NA" "NA" -0.310206278 0.267957511 0.164022086 NA
"Symphyotrichum_ascendens" "Temperate" "non-woody" "NA" "NA" 0.13834911 NA NA 0.473428325
"Symphyotrichum_ciliolatum" "Arid" "non-woody" "NA" "NA" 0.262760573 -0.590131239 0.278231979 NA
"Symphyotrichum_ericoides" "NA" "non-woody" "NA" "NA" -0.071149311 0.165759575 -0.48157707 0.068107581
"Symphyotrichum_falcatum" "Arid" "non-woody" "NA" "NA" 0.278377769 0.310406264 -0.365326846 NA
"Symphyotrichum_laeve" "NA" "non-woody" "NA" "NA" -0.092036831 0.248339533 -0.247036316 NA
"Symphyotrichum_novae-angliae" "NA" "non-woody" "NA" "NA" -0.356259296 0.568260137 -0.304758701 NA
"Symphyotrichum_oblongifolium" "NA" "non-woody" "NA" "NA" -0.362965595 0.290093251 0.227390781 NA
"Symphyotrichum_oolentangiense" "NA" "non-woody/woody" "NA" "NA" 0.047211218 0.138973815 -0.304758701 -0.125279756
"Symphyotrichum_puniceum" "NA" "non-woody/woody" "NA" "NA" 0.348354746 -0.21153775 -0.304758701 NA
"Syringa_pekinensis" "Temperate" "woody" "EcM-AM" "NA" 0.080547104 0.384677208 -1.12820727 0.59505061
"Syringa_reticulata" "NA" "woody" "AM" "NA" 0.504394478 -0.294704042 -0.777397067 0.368180198
"Syzygium_acuminatissimum" "NA" "woody" "AM" "NA" -0.485956081 0.400589592 0.232441794 0.02935308
"Syzygium_buxifolium" "Temperate" "woody" "NA" "NA" 0.115570347 -0.417857672 0.151061145 -0.070460201
"Syzygium_castaneum" "Tropical" "woody" "AM" "NA" 0.114229832 -0.112779875 -0.057883077 NA
"Syzygium_globiflorum" "Temperate" "woody" "AM" "NA" 0.060618666 -0.941618888 0.586466373 -0.819406168
"Syzygium_hancei" "Temperate" "woody" "AM" "NA" 0.465288541 -0.9168663 0.56790138 -0.45554634
"Syzygium_jambos" "NA" "woody" "EcM" "NA" 0.298660239 -0.249649662 -0.154080133 -0.149641338
"Syzygium_kunstleri" "Tropical" "woody" "AM" "NA" 0.117917196 -0.041821269 -0.17556959 NA
"Syzygium_levinei" "Temperate" "woody" "AM" "NA" 0.369090221 -0.754445358 0.300288769 -0.327010429
"Syzygium_maire" "NA" "woody" "AM" "NA" 0.681612216 -0.801150534 0.077025692 0.068386507
"Syzygium_malaccense" "Tropical" "woody" "NA" "NA" 1.524303707 -1.287766565 NA NA
"Syzygium_napiforme" "Tropical" "woody" "AM" "NA" 0.259642867 -0.394396156 0.236999891 NA
"Syzygium_pachysepalum" "Tropical" "woody" "AM" "NA" 0.051910537 -0.151180391 0.131624869 NA
"Syzygium_subdecussatum" "Tropical" "woody" "AM" "NA" -0.300315137 0.291809779 0.008738432 NA
"Syzygium_szemaoense" "Temperate" "woody" "AM" "NA" 0.246065622 -0.132147498 -0.163804578 NA
"Tabebuia_guayacan" "Tropical" "woody" "NA" "NA" 0.027727358 0.374587164 -0.754546556 0.457056076
"Tabebuia_rosea" "Tropical" "woody" "NA" "NA" 0.129924261 0.176460661 -1.210031864 0.516348382
"Tabernaemontana_litoralis" "Tropical" "woody" "NA" "NA" 0.504839829 -0.164778466 -0.253026669 0.688175804
"Tamarindus_indica" "Tropical" "woody" "NA" "None" 0.022324002 -0.609336202 1.054390574 -0.700644488
"Tamarix_ramosissima" "NA" "woody" "NA" "NA" NA 0.02464489 NA -0.185927186
"Tanacetum_vulgare" "NA" "non-woody" "NA" "NA" -0.053605004 -0.044519908 0.197666155 NA
"Tanaecium_pyramidatum" "Tropical" "woody" "NA" "NA" 0.310637929 0.053072201 -0.851426568 0.489097577
"Taraxacum_campylodes" "Temperate" "non-woody" "NA" "NA" 1.147695151 -0.497615785 NA 1.885044863
"Taraxacum_officinale" "NA" "non-woody" "NA" "NA" -0.151407645 0.148710206 0.405820599 -0.111792931
"Taxodium_distichum" "Tropical" "woody" "NA" "NA" 0.162812213 0.229479717 -0.583855491 -0.358605024
"Taxus_wallichiana" "Temperate" "woody" "AM" "NA" -1.030353171 1.334116261 -0.353754325 -0.192652947
"Teclea_nobilis" "Temperate" "woody" "NA" "NA" -0.417177724 0.369339234 0.131633263 NA
"Tephroseris_kirilowii" "Continental" "non-woody" "NA" "NA" NA -0.246352143 -0.585772668 NA
"Terminalia_amazonia" "Tropical" "woody" "NA" "NA" -0.151865305 0.059812813 0.206725215 -0.453491674
"Terminalia_macroptera" "Tropical" "woody" "NA" "NA" NA NA NA -0.960599255
"Ternstroemia_gymnanthera" "Temperate" "woody" "NA" "NA" 0.043267059 -0.036549095 0.061981087 -0.164965534
"Tetractomia_tetrandrum" "Tropical" "woody" "AM" "NA" 0.530333213 -0.119718255 -0.936952322 NA
"Teucrium_chamaedrys" "NA" "woody" "NA" "NA" -0.096527344 0.094257812 -0.158720791 0.895776289
"Teucrium_charidemi" "NA" "woody" "NA" "NA" -0.708112456 0.107446649 -0.173332021 NA
"Teucrium_fruticans" "Temperate" "woody" "NA" "NA" 0.277284831 -0.156678239 0.058047331 NA
"Thalictrum_aquilegifolium" "Continental" "non-woody" "NA" "NA" NA 0.135151054 NA NA
"Thalictrum_fendleri" "Continental" "non-woody" "NA" "NA" -0.347330562 0.270359807 NA -0.823724008
"Thalictrum_minus" "Arid" "non-woody" "NA" "NA" -0.033918134 NA NA NA
"Thalictrum_petaloideum" "Continental" "non-woody" "NA" "NA" NA 0.437237974 -1.247353055 NA
"Thalictrum_simplex" "NA" "non-woody" "AM" "NA" 0.709386279 -0.435273688 -0.711712941 0.319223445
"Thalictrum_squarrosum" "Arid" "non-woody" "NA" "NA" -0.591670421 NA NA 0.473403815
"Themeda_australis" "NA" "non-woody" "NA" "NA" -0.326328519 0.075473724 NA NA
"Themeda_triandra" "NA" "non-woody" "NA" "NA" NA 0.302876979 0.515044064 -0.522991573
"Theobroma_cacao" "Tropical" "woody" "NA" "NA" 0.353246752 -0.325470887 NA NA
"Thermopsis_rhombifolia" "Arid" "non-woody" "NA" "Rhizobia" 0.215549027 -0.045281556 -0.148570769 NA
"Thuja_occidentalis" "NA" "woody" "AM" "NA" -0.460300808 0.552277147 NA -0.535722202
"Thuja_plicata" "NA" "woody" "NA" "NA" NA NA NA 0.271981384
"Thymelaea_hirsuta" "Arid" "woody" "NA" "NA" -0.442305052 -0.082360426 -0.267477862 NA
"Thymus_dolomiticus" "Temperate" "woody" "NA" "NA" -0.199185692 -0.197594454 0.478849931 -0.073913287
"Thymus_hyemalis" "Arid" "woody" "NA" "NA" -0.49505533 -0.015160391 0.057940658 NA
"Thymus_mastichina" "Temperate" "woody" "NA" "NA" 0.527811383 -0.636655457 0.580014819 NA
"Thymus_mongolicus" "Continental" "woody" "NA" "NA" -0.051339463 NA NA -0.729455834
"Tiarella_cordifolia" "Continental" "non-woody" "AM" "NA" 0.146622553 NA NA NA
"Tilia_americana" "Continental" "woody" "NA" "NA" 0.916889095 -0.320281096 -1.322864807 -0.659530031
"Tilia_amurensis" "NA" "woody" "EcM" "NA" 0.231399934 -0.375845919 0.234838995 0.3102042
"Tilia_cordata" "Temperate" "woody" "EcM" "NA" -0.195956489 0.036277482 0.159126579 -0.241979535
"Tilia_mandshurica" "Temperate" "woody" "AM" "NA" 0.403151567 -0.340584212 -0.238633609 0.263372493
"Tilia_mongolica" "Temperate" "woody" "EcM" "NA" 0.425780229 -0.722344745 0.508759917 0.275265545
"Tilia_oliveri" "NA" "woody" "EcM" "NA" 0.324396951 -0.379068053 -0.00117577 -0.564982183
"Tofieldia_pusilla" "Continental" "non-woody" "NA" "NA" NA 0.381207621 NA NA
"Tordylium_maximum" "NA" "non-woody" "NA" "NA" 0.260693041 -0.052226745 -0.128838875 0.507572782
"Townsendia_exscapa" "Temperate" "non-woody" "NA" "NA" 0.068862105 NA NA -0.210180341
"Trachelospermum_axillare" "NA" "non-woody/woody" "AM" "NA" -0.140212393 0.157810987 -0.019262365 0.139715537
"Tradescantia_bracteata" "NA" "non-woody" "NA" "NA" -0.314467009 0.349351187 0.015568528 NA
"Tradescantia_ohiensis" "NA" "non-woody" "NA" "NA" -0.136749361 0.328950789 -0.31727278 NA
"Tragopogon_duarius" "Temperate" "non-woody" "NA" "NA" 0.07867856 NA NA 0.151997086
"Tragopogon_dubius" "NA" "non-woody" "NA" "NA" -0.714343737 0.691275678 0.231714251 NA
"Tragopogon_pratensis" "NA" "non-woody" "NA" "NA" -0.344171342 0.525823724 -0.207765543 0.821223182
"Trichophorum_cespitosum" "Temperate" "non-woody" "NA" "NA" -0.109965871 0.091957097 NA -1.33645997
"Trifolium_alpestre" "NA" "non-woody" "NA" "Rhizobia" -0.226998763 -0.044519908 0.561287553 NA
"Trifolium_ambiguum" "NA" "non-woody" "NA" "Rhizobia" -0.078768513 0.053295452 -0.250145023 NA
"Trifolium_angustifolium" "NA" "non-woody" "NA" "Rhizobia" -0.33646125 0.18231612 -0.020161916 0.792036597
"Trifolium_campestre" "NA" "non-woody" "NA" "Rhizobia" 0.276687995 -0.173289172 -0.316696004 1.488794232
"Trifolium_dubium" "NA" "non-woody" "NA" "Rhizobia" 0.221913311 -0.359756616 -0.253167494 1.355220467
"Trifolium_fragiferum" "NA" "non-woody" "NA" "Rhizobia" -0.32600146 0.463889481 -0.192252997 1.405688539
"Trifolium_hirtum" "NA" "non-woody" "NA" "Rhizobia" 0.151077247 -0.049764757 NA NA
"Trifolium_hybridum" "NA" "non-woody" "NA" "Rhizobia" -0.051340337 0.120009556 -0.59699864 1.375232681
"Trifolium_incarnatum" "NA" "non-woody" "NA" "Rhizobia" 0.131357193 -0.122286736 NA NA
"Trifolium_longipes" "Temperate" "non-woody" "NA" "Rhizobia" -0.26638818 NA NA 0.818769918
"Trifolium_lupinaster" "Arid" "non-woody" "NA" "Rhizobia" -1.663717744 NA NA NA
"Trifolium_medium" "NA" "non-woody" "NA" "Rhizobia" -0.496647737 0.261069093 0.501053013 NA
"Trifolium_montanum" "NA" "non-woody" "NA" "Rhizobia" -0.027220338 0.444708221 -0.753103098 NA
"Trifolium_pratense" "NA" "non-woody" "NA" "Rhizobia" -0.146643829 0.239187217 -0.03768331 1.100581014
"Trifolium_purpureum" "NA" "non-woody" "NA" "Rhizobia" -0.18498423 0.357461834 NA NA
"Trifolium_repens" "NA" "non-woody" "NA" "Rhizobia" 0.015757618 0.279156712 -0.399073783 1.437169268
"Trifolium_resupinatum" "NA" "non-woody" "NA" "Rhizobia" NA -0.415371716 -0.058986551 NA
"Trifolium_spumosum" "NA" "non-woody" "NA" "Rhizobia" 0.083343342 0.069825924 NA NA
"Trifolium_squamosum" "NA" "non-woody" "NA" "Rhizobia" NA -0.114302531 0.289507815 NA
"Trifolium_subterraneum" "NA" "non-woody" "NA" "Rhizobia" -0.020879342 0.041973538 -0.012095842 NA
"Triglochin_maritima" "NA" "non-woody" "NA" "NA" -0.006637891 0.09690103 -0.143661941 NA
"Triplaris_cumingiana" "Tropical" "woody" "NA" "NA" -0.125601929 -0.700186239 0.680263017 0.19926369
"Tripleurospermum_perforatum" "NA" "non-woody" "NA" "NA" -0.105086788 -0.153754842 0.544968662 NA
"Trisetum_flavescens" "NA" "non-woody" "NA" "NA" 0.565200248 -0.668711625 -0.045932201 -0.532203565
"Tristachya_leucothrix" "NA" "non-woody" "NA" "NA" NA 0.69234395 0.418188611 -0.273774357
"Tristaniopsis_clementis" "Tropical" "woody" "EcM-AM" "NA" 0.566942109 -0.870016113 0.567826387 NA
"Tristaniopsis_elliptica" "Tropical" "woody" "EcM-AM" "NA" 0.588747031 -0.944182294 0.54289589 NA
"Triticum_aestivum" "Continental" "non-woody" "NA" "NA" NA NA NA -2.58e-05
"Triticum_dicoccoides" "NA" "non-woody" "NA" "NA" 0.136258829 0.004230148 -0.375394929 NA
"Triticum_durum" "NA" "non-woody" "NA" "NA" -0.06249045 -0.142131666 0.354875026 NA
"Trollius_europaeus" "Polar" "non-woody" "NA" "NA" NA NA NA 0.401216822
"Tsuga_canadensis" "Continental" "woody" "EcM" "NA" -0.287497311 0.213054094 0.062263341 -0.352871981
"Tsuga_heterophylla" "NA" "woody" "NA" "NA" NA NA NA -0.691271661
"Ulex_minor" "Temperate" "woody" "NA" "Rhizobia" 0.256906013 NA NA NA
"Ulex_parviflorus" "Arid" "woody" "NA" "Rhizobia" -0.078096473 -0.200325009 0.197444051 NA
"Ulmus_americana" "NA" "woody" "AM" "NA" 0.510868407 -0.289537483 -0.774207752 -0.418985144
"Ulmus_davidiana" "Temperate" "woody" "EcM-AM" "NA" 0.173028092 -0.01929623 0.003597467 0.323288879
"Ulmus_laciniata" "Continental" "woody" "EcM" "NA" 0.277214332 -0.566994891 NA NA
"Ulmus_macrocarpa" "Temperate" "woody" "AM" "NA" 0.077192291 -0.210301291 0.281966131 -0.305933499
"Ulmus_minor" "Temperate" "woody" "NA" "NA" 0.481892586 -0.30100345 -0.114803306 NA
"Ulmus_pumila" "Continental" "woody" "AM" "NA" 0.278475374 -0.366267935 0.038922433 0.257839938
"Ulmus_rubra" "Continental" "woody" "AM" "NA" 0.458832119 -0.259918648 -0.484743515 -0.534619325
"Unonopsis_rufescens" "Tropical" "woody" "NA" "NA" 0.121662185 0.301094309 -0.559914668 NA
"Urochloa_mosambicensis" "NA" "non-woody" "NA" "NA" NA 0.721405525 -0.006732762 0.173027997
"Urtica_dioica" "NA" "non-woody" "NA" "NA" 0.343995303 -0.530747201 0.286720866 NA
"Vaccinium_bracteatum" "Temperate" "woody" "NA" "NA" 0.170558728 -0.520094109 0.431682226 -0.369274665
"Vaccinium_carlesii" "Temperate" "woody" "NA" "NA" -0.146000327 0.22322494 0.045226349 0.621627759
"Vaccinium_corymbosum" "Continental" "woody" "NA" "NA" 0.193116628 -0.244479134 0.036168025 NA
"Vaccinium_mandarinorum" "Temperate" "woody" "NA" "NA" 0.470915186 -1.263968237 0.702747928 -0.389248072
"Vaccinium_myrtillus" "Continental" "woody" "NA" "NA" NA -0.363553901 NA 0.084522114
"Vaccinium_pallidum" "NA" "woody" "NA" "NA" NA NA NA -0.44263436
"Vaccinium_uliginosum" "Continental" "woody" "NA" "NA" NA NA NA -0.014607615
"Vaccinium_vitis-idaea" "Arid" "woody" "NA" "NA" 1.32773768 NA NA 0.061728773
"Valeriana_alpestris" "Arid" "non-woody" "NA" "NA" -0.468207035 NA NA -0.266281894
"Valeriana_officinalis" "Continental" "non-woody" "NA" "NA" -0.66553393 0.464490295 0.166905153 NA
"Veratrum_nigrum" "NA" "non-woody" "AM" "NA" 0.179072408 0.381248455 -1.117777797 -0.458374433
"Verbascum_thapsus" "Temperate" "non-woody" "NA" "NA" -0.214871357 0.046547771 0.367763533 0.031230611
"Verbena_bracteata" "Temperate" "non-woody" "NA" "NA" -0.017243188 NA NA 0.545072154
"Verbena_hastata" "NA" "non-woody" "NA" "NA" 0.043920464 -0.00178803 -0.187616778 NA
"Verbesina_alternifolia" "NA" "non-woody" "NA" "NA" -0.733649626 0.721719676 0.197026716 NA
"Vernonia_baldwinii" "NA" "non-woody" "NA" "NA" -0.43422691 0.354976943 0.279600422 NA
"Vernonia_fasciculata" "NA" "non-woody" "NA" "NA" 0.247603857 -0.051658554 -0.432099221 NA
"Veronica_chamaedrys" "NA" "non-woody" "NA" "NA" 0.282940097 -0.452620165 0.20836563 -0.2049941
"Veronica_gentianoides" "Arid" "non-woody" "NA" "NA" -0.604490808 NA NA 0.11104234
"Veronica_lilliputiana" "Temperate" "non-woody" "NA" "NA" NA NA -1.988933221 NA
"Veronica_officinalis" "NA" "non-woody" "NA" "NA" 0.404745292 -0.084898841 -0.698709424 NA
"Veronica_persica" "NA" "non-woody" "NA" "NA" 0.693341878 -0.158936564 -0.349201162 0.212918309
"Veronica_serpyllifolia" "NA" "non-woody" "NA" "NA" 1.237791313 -0.885580754 -0.674920497 NA
"Veronica_spuria" "NA" "non-woody" "AM" "NA" 0.616487378 -0.541008545 -0.294855875 0.11859176
"Veronicastrum_virginicum" "NA" "non-woody" "NA" "NA" 0.291801108 -0.103164466 -0.432099221 NA
"Viburnum_dentatum" "Temperate" "woody" "NA" "NA" -0.590462958 0.758071854 0.115949568 -0.55642124
"Viburnum_edule" "NA" "woody" "NA" "NA" -0.745546387 NA 0.277030839 -0.11592913
"Viburnum_lantana" "NA" "woody" "NA" "NA" -0.715947089 NA 0.236932639 -0.850245768
"Viburnum_opulus" "NA" "woody" "NA" "NA" -0.980339508 NA 0.427264449 -0.48043361
"Viburnum_sieboldii" "NA" "woody" "NA" "NA" -0.710174222 NA -0.18408799 -0.21590883
"Viburnum_tinus" "Temperate" "woody" "NA" "NA" 0.081865315 0.114827989 0.02493683 NA
"Vicia_americana" "Temperate" "non-woody" "NA" "Rhizobia" -0.388236699 0.384807839 -0.496878468 1.23975759
"Vicia_amoena" "Arid" "non-woody" "NA" "Rhizobia" -0.929972212 NA NA NA
"Vicia_cracca" "NA" "non-woody" "NA" "Rhizobia" -1.182439046 0.985683177 0.646088827 1.321250574
"Vicia_faba" "NA" "non-woody" "NA" "Rhizobia" -1.011073482 1.13711375 -0.043097996 NA
"Vicia_hirsuta" "NA" "non-woody" "NA" "Rhizobia" -0.339938347 0.399812573 -0.108379084 NA
"Vicia_multicaulis" "Arid" "non-woody" "NA" "Rhizobia" -0.648006726 NA NA NA
"Vicia_narbonensis" "NA" "non-woody" "NA" "Rhizobia" -0.988793604 1.095811031 0.001936104 NA
"Vicia_pulchella" "Temperate" "non-woody" "NA" "Rhizobia" -0.349971478 NA NA 1.64853386
"Vicia_sativa" "NA" "non-woody" "NA" "Rhizobia" -0.602346839 0.511380402 0.248723407 NA
"Vicia_tenuifolia" "NA" "non-woody" "AM" "Rhizobia" -1.017620123 NA 1.220522453 NA
"Vicia_villosa" "NA" "non-woody" "NA" "Rhizobia" -0.255888465 0.462324076 -0.304758701 NA
"Vietnamosasa_pusilla" "Tropical" "woody" "NA" "NA" NA NA NA 0.053500948
"Vigna_unguiculata" "NA" "non-woody" "NA" "Rhizobia" -0.695460169 0.452050659 0.589258732 NA
"Vignea_appropinquata" "Continental" "non-woody" "NA" "NA" NA -0.220279242 NA NA
"Vignea_bohemica" "Continental" "non-woody" "NA" "NA" NA 0.198111853 NA NA
"Vignea_praecox" "Continental" "non-woody" "NA" "NA" NA -0.441743904 NA NA
"Viola_adunca" "Continental" "non-woody" "NA" "NA" 0.272974426 -0.423083866 0.248424579 NA
"Viola_altaica" "Arid" "non-woody" "NA" "NA" 0.562493015 NA NA NA
"Viola_canadensis" "Temperate" "non-woody" "NA" "NA" 0.148434119 NA NA -0.272756451
"Viola_pubescens" "Continental" "non-woody" "NA" "NA" 0.333535235 -0.051644983 NA 0.404383124
"Viola_thomasiana" "Temperate" "non-woody" "NA" "NA" -0.2044444 0.027834334 NA 1.037782537
"Vitex_lucens" "NA" "woody" "AM" "NA" 0.304709827 -0.022124574 -0.592705944 0.628722044
"Vitis_amurensis" "NA" "woody" "AM" "NA" 0.050325207 0.039841087 -0.224652764 0.574872327
"Vitis_riparia" "Continental" "woody" "NA" "NA" -0.13701167 0.24528058 -0.17021324 NA
"Vitis_vinifera" "Temperate" "woody" "NA" "NA" 0.276294391 0.326990821 -0.433310969 NA
"Vulpia_bromoides" "NA" "non-woody" "NA" "NA" 0.98184654 -0.304370035 NA NA
"Vulpia_myuros" "Temperate" "non-woody" "NA" "NA" 1.188970901 NA -1.219627915 0.380956922
"Vulpia_octoflora" "NA" "non-woody" "NA" "NA" 1.285645464 -1.333062009 -0.186175402 NA
"Wahlenbergia_albomarginata" "Temperate" "non-woody" "NA" "NA" NA NA 0.547317248 NA
"Weinmannia_blumei" "Tropical" "woody" "AM" "NA" 1.054992645 -1.331574771 0.326690127 NA
"Weinmannia_silvicola" "NA" "woody" "AM" "NA" 0.356078172 -0.569844234 0.316312351 -0.762729485
"Wendlandia_uvariifolia" "Tropical" "woody" "AM" "NA" 0.132163929 -0.731558822 0.806403288 0.051314338
"Whiteochloa_multiciliata" "NA" "non-woody" "NA" "NA" NA 1.0861088 0.385277784 -0.458943248
"Withania_frutescens" "Temperate" "woody" "NA" "NA" -0.380213642 -0.114110665 -0.444013507 NA
"Wyethia_amplexicaulis" "Continental" "non-woody" "NA" "NA" -0.110104454 0.32229306 NA NA
"Xanthisma_spinulosum" "Arid" "non-woody" "NA" "NA" 0.291089236 0.336040933 -1.520960424 NA
"Xanthium_albinum" "NA" "non-woody" "NA" "NA" 0.323663694 -0.285744257 NA NA
"Xanthium_strumarium" "NA" "non-woody" "NA" "NA" 0.234636255 0.116813323 -0.821405603 NA
"Xanthophyllum_tenue" "Tropical" "woody" "AM" "NA" 0.2555055 -0.356621768 0.061378615 NA
"Zea_mays" "NA" "non-woody" "NA" "NA" -0.741317801 0.286394404 0.265062018 0.162804851
